ORF	YF_GENE	OF_GENE
YOR244W	ESA1	ESA1
YOR245C	DGA1	DGA1
YOR246C	ENV9	ENV9
YOR247W	SRL1	SRL1
YOR248W	YOR248W	YOR248W
YOR249C	APC5	APC5
YOR250C	CLP1	CLP1
YOR251C	TUM1	TUM1
YOR252W	TMA16	TMA16
YOR253W	NAT5	NAT5
YOR254C	SEC63	SEC63
YOR255W	OSW1	OSW1
YOR256C	TRE2	TRE2
YOR257W	CDC31	CDC31
YOR258W	HNT3	HNT3
YOR259C	RPT4	RPT4
YOR260W	GCD1	GCD1
YOR261C	RPN8	RPN8
YOR262W	GPN2	GPN2
YOR263C	YOR263C	YOR263C
YOR264W	DSE3	DSE3
YOR265W	RBL2	RBL2
YOR266W	PNT1	PNT1
YOR267C	HRK1	HRK1
YOR268C	YOR268C	YOR268C
YOR269W	PAC1	PAC1
YOR270C	VPH1	VPH1
YOR271C	FSF1	FSF1
YOR272W	YTM1	YTM1
YOR273C	TPO4	TPO4
YOR274W	MOD5	MOD5
YOR275C	RIM20	RIM20
YOR276W	CAF20	CAF20
YOR277C	YOR277C	YOR277C
YOR278W	HEM4	HEM4
YOR279C	RFM1	RFM1
YOR280C	FSH3	FSH3
YOR281C	PLP2	PLP2
YOR282W	YOR282W	YOR282W
YOR283W	YOR283W	YOR283W
YOR284W	HUA2	HUA2
YOR285W	RDL1	RDL1
YOR286W	RDL2	RDL2
YOR287C	RRP36	RRP36
YOR288C	MPD1	MPD1
YOR289W	YOR289W	YOR289W
YOR290C	SNF2	SNF2
YOR291W	YPK9	YPK9
YOR292C	YOR292C	YOR292C
YOR293C-A	YOR293C-A	YOR293C-A
YOR293W	RPS10A	RPS10A
YOR294W	RRS1	RRS1
YOR295W	UAF30	UAF30
YOR296W	YOR296W	YOR296W
YOR297C	TIM18	TIM18
YOR298C-A	MBF1	MBF1
YOR298W	MUM3	MUM3
YOR299W	BUD7	BUD7
YOR300W	YOR300W	YOR300W
YOR301W	RAX1	RAX1
YOR302W	YOR302W	YOR302W
YOR303W	CPA1	CPA1
YOR304C-A	BIL1	BIL1
YOR304W	ISW2	ISW2
YOR305W	RRG7	RRG7
YOR306C	MCH5	MCH5
YOR307C	SLY41	SLY41
YOR308C	SNU66	SNU66
YOR309C	YOR309C	YOR309C
YOR310C	NOP58	NOP58
YOR311C	DGK1	DGK1
YOR312C	RPL20B	RPL20B
YOR313C	SPS4	SPS4
YOR314W	YOR314W	YOR314W
YOR314W-A	YOR314W-A	YOR314W-A
YOR315W	SFG1	SFG1
YOR316C	COT1	COT1
YOR316C-A	YOR316C-A	YOR316C-A
YOR317W	FAA1	FAA1
YOR318C	YOR318C	YOR318C
YOR319W	HSH49	HSH49
YOR320C	GNT1	GNT1
YOR321W	PMT3	PMT3
YOR322C	LDB19	LDB19
YOR323C	PRO2	PRO2
YOR324C	FRT1	FRT1
YOR325W	YOR325W	YOR325W
YOR326W	MYO2	MYO2
YOR327C	SNC2	SNC2
YOR328W	PDR10	PDR10
YOR329C	SCD5	SCD5
YOR329W-A	NA	YOR329W-A
YOR330C	MIP1	MIP1
YOR331C	YOR331C	YOR331C
YOR332W	VMA4	VMA4
YOR333C	YOR333C	YOR333C
YOR334W	MRS2	MRS2
YOR335C	ALA1	ALA1
YOR335W-A	NA	YOR335W-A
YOR336W	KRE5	KRE5
YOR337W	TEA1	TEA1
YOR338W	YOR338W	YOR338W
YOR339C	UBC11	UBC11
YOR340C	RPA43	RPA43
YOR341W	RPA190	RPA190
YOR342C	YOR342C	YOR342C
YOR343C	YOR343C	YOR343C
YOR344C	TYE7	TYE7
YOR345C	YOR345C	YOR345C
YOR346W	REV1	REV1
YOR347C	PYK2	PYK2
YOR348C	PUT4	PUT4
YOR349W	CIN1	CIN1
YOR350C	MNE1	MNE1
YOR351C	MEK1	MEK1
YOR352W	TFB6	TFB6
YOR353C	SOG2	SOG2
YOR354C	MSC6	MSC6
YOR355W	GDS1	GDS1
YOR356W	CIR2	CIR2
YOR357C	SNX3	SNX3
YOR358W	HAP5	HAP5
YOR359W	VTS1	VTS1
YOR360C	PDE2	PDE2
YOR361C	PRT1	PRT1
YOR362C	PRE10	PRE10
YOR363C	PIP2	PIP2
YOR364W	YOR364W	YOR364W
YOR365C	YOR365C	YOR365C
YOR366W	YOR366W	YOR366W
YOR367W	SCP1	SCP1
YOR368W	RAD17	RAD17
YOR369C	RPS12	RPS12
YOR370C	MRS6	MRS6
YOR371C	GPB1	GPB1
YOR372C	NDD1	NDD1
YOR373W	NUD1	NUD1
YOR374W	ALD4	ALD4
YOR375C	GDH1	GDH1
YOR376W	YOR376W	YOR376W
YOR376W-A	YOR376W-A	YOR376W-A
YOR377W	ATF1	ATF1
YOR378W	AMF1	AMF1
YOR379C	YOR379C	YOR379C
YOR380W	RDR1	RDR1
YOR381W	FRE3	FRE3
YOR381W-A	YOR381W-A	YOR381W-A
YOR382W	FIT2	FIT2
YOR383C	FIT3	FIT3
YOR384W	FRE5	FRE5
YOR385W	YOR385W	YOR385W
YOR386W	PHR1	PHR1
YOR387C	YOR387C	YOR387C
YOR388C	FDH1	FDH1
YOR389W	YOR389W	YOR389W
YOR390W	FEX1	FEX1
YOR391C	HSP33	HSP33
YOR392W	YOR392W	YOR392W
YOR393W	ERR1	ERR1
YOR394C-A	YOR394C-A	YOR394C-A
YOR394W	PAU21	PAU21
YOR396C-A	NA	YOR396C-A
YOR396W	YRF1-8	YRF1-8
YPL001W	HAT1	HAT1
YPL002C	SNF8	SNF8
YPL003W	ULA1	ULA1
YPL004C	LSP1	LSP1
YPL005W	AEP3	AEP3
YPL006W	NCR1	NCR1
YPL007C	TFC8	TFC8
YPL008W	CHL1	CHL1
YPL009C	RQC2	RQC2
YPL010W	RET3	RET3
YPL011C	TAF3	TAF3
YPL012W	RRP12	RRP12
YPL013C	MRPS16	MRPS16
YPL014W	CIP1	CIP1
YPL015C	HST2	HST2
YPL016W	SWI1	SWI1
YPL017C	IRC15	IRC15
YPL018W	CTF19	CTF19
YPL019C	VTC3	VTC3
YPL020C	ULP1	ULP1
YPL021W	ECM23	ECM23
YPL022W	RAD1	RAD1
YPL023C	MET12	MET12
YPL024W	RMI1	RMI1
YPL025C	YPL025C	YPL025C
YPL026C	SKS1	SKS1
YPL027W	SMA1	SMA1
YPL028W	ERG10	ERG10
YPL029W	SUV3	SUV3
YPL030W	TRM44	TRM44
YPL031C	PHO85	PHO85
YPL032C	SVL3	SVL3
YPL033C	SRL4	SRL4
YPL034W	YPL034W	YPL034W
YPL035C	YPL035C	YPL035C
YPL036W	PMA2	PMA2
YPL037C	EGD1	EGD1
YPL038W	MET31	MET31
YPL038W-A	YPL038W-A	YPL038W-A
YPL039W	YPL039W	YPL039W
YPL040C	ISM1	ISM1
YPL041C	MRX11	MRX11
YPL042C	SSN3	SSN3
YPL043W	NOP4	NOP4
YPL044C	YPL044C	YPL044C
YPL045W	VPS16	VPS16
YPL046C	ELC1	ELC1
YPL047W	SGF11	SGF11
YPL048W	CAM1	CAM1
YPL049C	DIG1	DIG1
YPL050C	MNN9	MNN9
YPL051W	ARL3	ARL3
YPL052W	OAZ1	OAZ1
YPL053C	KTR6	KTR6
YPL054W	LEE1	LEE1
YPL055C	LGE1	LGE1
YPL056C	LCL1	LCL1
YPL057C	SUR1	SUR1
YPL058C	PDR12	PDR12
YPL059W	GRX5	GRX5
YPL060W	MFM1	MFM1
YPL061W	ALD6	ALD6
YPL062W	YPL062W	YPL062W
YPL063W	TIM50	TIM50
YPL064C	CWC27	CWC27
YPL065W	VPS28	VPS28
YPL066W	RGL1	RGL1
YPL067C	HTC1	YPL067C
YPL068C	YPL068C	YPL068C
YPL069C	BTS1	BTS1
YPL070W	MUK1	MUK1
YPL071C	YPL071C	YPL071C
YPL072W	UBP16	UBP16
YPL073C	YPL073C	YPL073C
YPL074W	YTA6	YTA6
YPL075W	GCR1	GCR1
YPL076W	GPI2	GPI2
YPL077C	YPL077C	YPL077C
YPL078C	ATP4	ATP4
YPL079W	RPL21B	RPL21B
YPL080C	YPL080C	YPL080C
YPL081W	RPS9A	RPS9A
YPL082C	MOT1	MOT1
YPL083C	SEN54	SEN54
YPL084W	BRO1	BRO1
YPL085W	SEC16	SEC16
YPL086C	ELP3	ELP3
YPL087W	YDC1	YDC1
YPL088W	YPL088W	YPL088W
YPL089C	RLM1	RLM1
YPL090C	RPS6A	RPS6A
YPL091W	GLR1	GLR1
YPL092W	SSU1	SSU1
YPL093W	NOG1	NOG1
YPL094C	SEC62	SEC62
YPL095C	EEB1	EEB1
YPL096C-A	ERI1	ERI1
YPL096W	PNG1	PNG1
YPL097W	MSY1	MSY1
YPL098C	MGR2	MGR2
YPL099C	INA17	INA17
YPL100W	ATG21	ATG21
YPL101W	ELP4	ELP4
YPL102C	YPL102C	YPL102C
YPL103C	FMP30	FMP30
YPL104W	MSD1	MSD1
YPL105C	SYH1	SYH1
YPL106C	SSE1	SSE1
YPL107W	DPC25	YPL107W
YPL108W	YPL108W	YPL108W
YPL109C	CQD1	YPL109C
YPL110C	GDE1	GDE1
YPL111W	CAR1	CAR1
YPL112C	PEX25	PEX25
YPL113C	YPL113C	YPL113C
YPL114W	YPL114W	YPL114W
YPL115C	BEM3	BEM3
YPL116W	HOS3	HOS3
YPL117C	IDI1	IDI1
YPL118W	MRP51	MRP51
YPL119C	DBP1	DBP1
YPL119C-A	YPL119C-A	YPL119C-A
YPL120W	VPS30	VPS30
YPL121C	MEI5	MEI5
YPL122C	TFB2	TFB2
YPL123C	RNY1	RNY1
YPL124W	SPC29	SPC29
YPL125W	KAP120	KAP120
YPL126W	NAN1	NAN1
YPL127C	HHO1	HHO1
YPL128C	TBF1	TBF1
YPL129W	TAF14	TAF14
YPL130W	SPO19	SPO19
YPL131W	RPL5	RPL5
YPL132W	COX11	COX11
YPL133C	RDS2	RDS2
YPL134C	ODC1	ODC1
YPL135C-A	NA	YPL135C-A
YPL135W	ISU1	ISU1
YPL136W	YPL136W	YPL136W
YPL137C	GIP3	GIP3
YPL138C	SPP1	SPP1
YPL139C	UME1	UME1
YPL140C	MKK2	MKK2
YPL141C	FRK1	FRK1
YPL142C	YPL142C	YPL142C
YPL143W	RPL33A	RPL33A
YPL144W	POC4	POC4
YPL145C	KES1	KES1
YPL146C	NOP53	NOP53
YPL147W	PXA1	PXA1
YPL148C	PPT2	PPT2
YPL149W	ATG5	ATG5
YPL150W	YPL150W	YPL150W
YPL151C	PRP46	PRP46
YPL152W	RRD2	RRD2
YPL152W-A	YPL152W-A	YPL152W-A
YPL153C	RAD53	RAD53
YPL154C	PEP4	PEP4
YPL155C	KIP2	KIP2
YPL156C	PRM4	PRM4
YPL157W	TGS1	TGS1
YPL158C	AIM44	AIM44
YPL159C	PET20	PET20
YPL160W	CDC60	CDC60
YPL161C	BEM4	BEM4
YPL162C	YPL162C	YPL162C
YPL163C	SVS1	SVS1
YPL164C	MLH3	MLH3
YPL165C	SET6	SET6
YPL166W	ATG29	ATG29
YPL167C	REV3	REV3
YPL168W	MRX4	MRX4
YPL169C	MEX67	MEX67
YPL170W	DAP1	DAP1
YPL171C	OYE3	OYE3
YPL172C	COX10	COX10
YPL173W	MRPL40	MRPL40
YPL174C	NIP100	NIP100
YPL175W	SPT14	SPT14
YPL176C	TRE1	TRE1
YPL177C	CUP9	CUP9
YPL178W	CBC2	CBC2
YPL179W	PPQ1	PPQ1
YPL180W	TCO89	TCO89
YPL181W	CTI6	CTI6
YPL182C	YPL182C	YPL182C
YPL183C	RTT10	RTT10
YPL183W-A	RTC6	RTC6
YPL184C	MRN1	MRN1
YPL185W	YPL185W	YPL185W
YPL186C	UIP4	UIP4
YPL187W	MF(ALPHA)1	MF(ALPHA)1
YPL188W	POS5	POS5
YPL189C-A	COA2	COA2
YPL189W	GUP2	GUP2
YPL190C	NAB3	NAB3
YPL191C	YPL191C	YPL191C
YPL192C	PRM3	PRM3
YPL193W	RSA1	RSA1
YPL194W	DDC1	DDC1
YPL195W	APL5	APL5
YPL196W	OXR1	OXR1
YPL197C	YPL197C	YPL197C
YPL198W	RPL7B	RPL7B
YPL199C	YPL199C	YPL199C
YPL200W	CSM4	CSM4
YPL201C	YIG1	YIG1
YPL202C	AFT2	AFT2
YPL203W	TPK2	TPK2
YPL204W	HRR25	HRR25
YPL205C	YPL205C	YPL205C
YPL206C	PGC1	PGC1
YPL207W	TYW1	TYW1
YPL208W	RKM1	RKM1
YPL209C	IPL1	IPL1
YPL210C	SRP72	SRP72
YPL211W	NIP7	NIP7
YPL212C	PUS1	PUS1
YPL213W	LEA1	LEA1
YPL214C	THI6	THI6
YPL215W	CBP3	CBP3
YPL216W	YPL216W	YPL216W
YPL217C	BMS1	BMS1
YPL218W	SAR1	SAR1
YPL219W	PCL8	PCL8
YPL220W	RPL1A	RPL1A
YPL221W	FLC1	FLC1
YPL222C-A	NA	YPL222C-A
YPL222W	FMP40	FMP40
YPL223C	GRE1	GRE1
YPL224C	MMT2	MMT2
YPL225W	YPL225W	YPL225W
YPL226W	NEW1	NEW1
YPL227C	ALG5	ALG5
YPL228W	CET1	CET1
YPL229W	YPL229W	YPL229W
YPL230W	USV1	USV1
YPL231W	FAS2	FAS2
YPL232W	SSO1	SSO1
YPL233W	NSL1	NSL1
YPL234C	VMA11	VMA11
YPL235W	RVB2	RVB2
YPL236C	ENV7	ENV7
YPL237W	SUI3	SUI3
YPL238C	YPL238C	YPL238C
YPL239W	YAR1	YAR1
YPL240C	HSP82	HSP82
YPL241C	CIN2	CIN2
YPL242C	IQG1	IQG1
YPL243W	SRP68	SRP68
YPL244C	HUT1	HUT1
YPL245W	YPL245W	YPL245W
YPL246C	RBD2	RBD2
YPL247C	YPL247C	YPL247C
YPL248C	GAL4	GAL4
YPL249C	GYP5	GYP5
YPL249C-A	RPL36B	RPL36B
YPL250C	ATG41	ATG41
YPL250W-A	NA	YPL250W-A
YPL251W	YPL251W	YPL251W
YPL252C	YAH1	YAH1
YPL253C	VIK1	VIK1
YPL254W	HFI1	HFI1
YPL255W	BBP1	BBP1
YPL256C	CLN2	CLN2
YPL257W	YPL257W	YPL257W
YPL258C	THI21	THI21
YPL259C	APM1	APM1
YPL260W	CUB1	CUB1
YPL261C	YPL261C	YPL261C
YPL262W	FUM1	FUM1
YPL263C	KEL3	KEL3
YPL264C	YPL264C	YPL264C
YPL265W	DIP5	DIP5
YPL266W	DIM1	DIM1
YPL267W	ACM1	ACM1
YPL268W	PLC1	PLC1
YPL269W	KAR9	KAR9
YPL270W	MDL2	MDL2
YPL271W	ATP15	ATP15
YPL272C	PBI1	PBI1
YPL273W	SAM4	SAM4
YPL274W	SAM3	SAM3
YPL277C	YPL277C	YPL277C
YPL278C	YPL278C	YPL278C
YPL279C	FEX2	FEX2
YPL280W	HSP32	HSP32
YPL281C	ERR2	ERR2
YPL282C	PAU22	PAU22
YPL283C	YRF1-7	YRF1-7
YPL283W-A	NA	YPL283W-A
YPL283W-B	NA	YPL283W-B
YPR001W	CIT3	CIT3
YPR002C-A	YPR002C-A	YPR002C-A
YPR002W	PDH1	PDH1
YPR003C	YPR003C	YPR003C
YPR004C	AIM45	AIM45
YPR005C	HAL1	HAL1
YPR006C	ICL2	ICL2
YPR007C	REC8	REC8
YPR008W	HAA1	HAA1
YPR009W	SUT2	SUT2
YPR010C	RPA135	RPA135
YPR010C-A	MIN8	YPR010C-A
YPR011C	MRX21	YPR011C
YPR012W	YPR012W	YPR012W
YPR013C	CMR3	CMR3
YPR014C	YPR014C	YPR014C
YPR015C	YPR015C	YPR015C
YPR016C	TIF6	TIF6
YPR016W-A	YPR016W-A	YPR016W-A
YPR017C	DSS4	DSS4
YPR018W	RLF2	RLF2
YPR019W	MCM4	MCM4
YPR020W	ATP20	ATP20
YPR021C	AGC1	AGC1
YPR022C	SDD4	SDD4
YPR023C	EAF3	EAF3
YPR024W	YME1	YME1
YPR025C	CCL1	CCL1
YPR026W	ATH1	ATH1
YPR027C	YPR027C	YPR027C
YPR028W	YOP1	YOP1
YPR029C	APL4	APL4
YPR030W	CSR2	CSR2
YPR031W	NTO1	NTO1
YPR032W	SRO7	SRO7
YPR033C	HTS1	HTS1
YPR034W	ARP7	ARP7
YPR035W	GLN1	GLN1
YPR036W	VMA13	VMA13
YPR036W-A	SPO24	SPO24
YPR037C	ERV2	ERV2
YPR038W	IRC16	IRC16
YPR039W	YPR039W	YPR039W
YPR040W	TIP41	TIP41
YPR041W	TIF5	TIF5
YPR042C	PUF2	PUF2
YPR043W	RPL43A	RPL43A
YPR044C	YPR044C	OPI11
YPR045C	THP3	THP3
YPR046W	MCM16	MCM16
YPR047W	MSF1	MSF1
YPR048W	TAH18	TAH18
YPR049C	ATG11	ATG11
YPR050C	YPR050C	YPR050C
YPR051W	MAK3	MAK3
YPR052C	NHP6A	NHP6A
YPR053C	YPR053C	YPR053C
YPR054W	SMK1	SMK1
YPR055W	SEC8	SEC8
YPR056W	TFB4	TFB4
YPR057W	BRR1	BRR1
YPR058W	YMC1	YMC1
YPR059C	YPR059C	YPR059C
YPR060C	ARO7	ARO7
YPR061C	JID1	JID1
YPR062W	FCY1	FCY1
YPR063C	YPR063C	YPR063C
YPR064W	YPR064W	YPR064W
YPR065W	ROX1	ROX1
YPR066W	UBA3	UBA3
YPR067W	ISA2	ISA2
YPR068C	HOS1	HOS1
YPR069C	SPE3	SPE3
YPR070W	MED1	MED1
YPR071W	YPR071W	YPR071W
YPR072W	NOT5	NOT5
YPR073C	LTP1	LTP1
YPR074C	TKL1	TKL1
YPR074W-A	YPR074W-A	YPR074W-A
YPR075C	OPY2	OPY2
YPR076W	YPR076W	YPR076W
YPR077C	YPR077C	YPR077C
YPR078C	YPR078C	YPR078C
YPR079W	MRL1	MRL1
YPR080W	TEF1	TEF1
YPR081C	GRS2	GRS2
YPR082C	DIB1	DIB1
YPR083W	MDM36	MDM36
YPR084W	YPR084W	YPR084W
YPR085C	ASA1	ASA1
YPR086W	SUA7	SUA7
YPR087W	VPS69	VPS69
YPR088C	SRP54	SRP54
YPR089W	YPR089W	YPR089W
YPR091C	NVJ2	NVJ2
YPR092W	YPR092W	YPR092W
YPR093C	ASR1	ASR1
YPR094W	RDS3	RDS3
YPR095C	SYT1	SYT1
YPR096C	YPR096C	YPR096C
YPR097W	YPR097W	YPR097W
YPR098C	TMH18	YPR098C
YPR099C	YPR099C	YPR099C
YPR100W	MRPL51	MRPL51
YPR101W	SNT309	SNT309
YPR102C	RPL11A	RPL11A
YPR103W	PRE2	PRE2
YPR104C	FHL1	FHL1
YPR105C	COG4	COG4
YPR106W	ISR1	ISR1
YPR107C	YTH1	YTH1
YPR108W	RPN7	RPN7
YPR108W-A	YPR108W-A	YPR108W-A
YPR109W	GLD1	YPR109W
YPR110C	RPC40	RPC40
YPR111W	DBF20	DBF20
YPR112C	MRD1	MRD1
YPR113W	PIS1	PIS1
YPR114W	YPR114W	YPR114W
YPR115W	RGC1	RGC1
YPR116W	RRG8	RRG8
YPR117W	HOB2	YPR117W
YPR118W	MRI1	MRI1
YPR119W	CLB2	CLB2
YPR120C	CLB5	CLB5
YPR121W	THI22	THI22
YPR122W	AXL1	AXL1
YPR123C	YPR123C	YPR123C
YPR124W	CTR1	CTR1
YPR125W	YLH47	YLH47
YPR126C	YPR126C	YPR126C
YPR127W	YPR127W	YPR127W
YPR128C	ANT1	ANT1
YPR129W	SCD6	SCD6
YPR130C	YPR130C	YPR130C
YPR131C	NAT3	NAT3
YPR132W	RPS23B	RPS23B
YPR133C	SPN1	SPN1
YPR133W-A	TOM5	TOM5
YPR134W	MSS18	MSS18
YPR135W	CTF4	CTF4
YPR136C	YPR136C	YPR136C
YPR137W	RRP9	RRP9
YPR138C	MEP3	MEP3
YPR139C	LOA1	LOA1
YPR140W	TAZ1	TAZ1
YPR141C	KAR3	KAR3
YPR142C	YPR142C	YPR142C
YPR143W	RRP15	RRP15
YPR144C	NOC4	NOC4
YPR145C-A	YPR145C-A	YPR145C-A
YPR145W	ASN1	ASN1
YPR146C	YPR146C	YPR146C
YPR147C	YPR147C	YPR147C
YPR148C	YPR148C	YPR148C
YPR149W	NCE102	NCE102
YPR150W	YPR150W	YPR150W
YPR151C	SUE1	SUE1
YPR152C	URN1	URN1
YPR153W	MAY24	MAY24
YPR154W	PIN3	PIN3
YPR155C	NCA2	NCA2
YPR156C	TPO3	TPO3
YPR157W	TDA6	TDA6
YPR158W	CUR1	CUR1
YPR159C-A	YPR159C-A	YPR159C-A
YPR159W	KRE6	KRE6
YPR160C-A	NA	YPR160C-A
YPR160W	GPH1	GPH1
YPR160W-A	NA	YPR160W-A
YPR161C	SGV1	SGV1
YPR162C	ORC4	ORC4
YPR163C	TIF3	TIF3
YPR164W	MMS1	MMS1
YPR165W	RHO1	RHO1
YPR166C	MRP2	MRP2
YPR167C	MET16	MET16
YPR168W	NUT2	NUT2
YPR169W	JIP5	JIP5
YPR169W-A	NA	YPR169W-A
YPR170C	YPR170C	YPR170C
YPR170W-A	NA	YPR170W-A
YPR170W-B	YPR170W-B	YPR170W-B
YPR171W	BSP1	BSP1
YPR172W	YPR172W	YPR172W
YPR173C	VPS4	VPS4
YPR174C	CSA1	YPR174C
YPR175W	DPB2	DPB2
YPR176C	BET2	BET2
YPR177C	YPR177C	YPR177C
YPR178W	PRP4	PRP4
YPR179C	HDA3	HDA3
YPR180W	AOS1	AOS1
YPR181C	SEC23	SEC23
YPR182W	SMX3	SMX3
YPR183W	DPM1	DPM1
YPR184W	GDB1	GDB1
YPR185W	ATG13	ATG13
YPR186C	PZF1	PZF1
YPR187W	RPO26	RPO26
YPR188C	MLC2	MLC2
YPR189W	SKI3	SKI3
YPR190C	RPC82	RPC82
YPR191W	QCR2	QCR2
YPR192W	AQY1	AQY1
YPR193C	HPA2	HPA2
YPR194C	OPT2	OPT2
YPR195C	YPR195C	YPR195C
YPR196W	YPR196W	YPR196W
YPR197C	YPR197C	YPR197C
YPR198W	SGE1	SGE1
YPR199C	ARR1	ARR1
YPR200C	ARR2	ARR2
YPR201W	ARR3	ARR3
YPR202W	YPR202W	YPR202W
YPR203W	YPR203W	YPR203W
YPR204C-A	NA	YPR204C-A
YPR204W	YPR204W	YPR204W
