ID	yeasTSSdb (+/- 100bp)	>10% overlap with predicted UTRs (Nagalakshmi 2008)	chr	db	type	end5	end3	length	strand	gene_id_up	strand_up	up_gene_name	gene_id_down	strand_down	down_gene_name	baseMean_wt	log2FoldChange_wt	TPMs_wt	lfcSE_wt	pvalue_wt	padj_wt	baseMean_kar4	log2FoldChange_kar4	TPMs_kar4	lfcSE_kar4	pvalue_kar4	padj_kar4	Kar4 dependent_kar4	baseMean_ste12	log2FoldChange_ste12	TPMs_ste12	lfcSE_ste12	pvalue_ste12	padj_ste12	Ste12 dependent_ste12	Max(|Log2FC|)_ste12
MSTRG.425			XI	StringTie	transcript	514683	515036	353	-	tD(GUC)K	-	tD(GUC)K	YKR039W	+	GAP1	9.80	-0.03	354.66	0.30	8.89E-01	9.42E-01	16.90	0.27	674.39	0.31	2.97E-01	4.53E-01		8.25	-0.02	196.30	0.22	8.57E-01	1.00E+00		0.270337706
MSTRG.605	CP_supported		XV	StringTie	transcript	458157	459453	1296	+	YOR070C	-	GYP1	YOR071C	-	NRT1	14.73	0.02	160.24	0.27	8.93E-01	9.44E-01	20.59	0.28	228.17	0.29	2.67E-01	4.20E-01		35.29	0.13	222.69	0.19	2.47E-01	5.79E-01		0.277006241
MSTRG.31	CP_supported		II	StringTie	transcript	326212	326741	529	+	YBR044C	-	TCM62	tV(UAC)B	-	tV(UAC)B	262.38	0.01	6701.53	0.13	8.99E-01	9.49E-01	318.01	-0.33	7798.79	0.13	8.72E-03	2.80E-02		360.77	-0.22	6136.57	0.14	4.85E-02	2.63E-01		0.326305315
MSTRG.413	CP_supported		XI	StringTie	transcript	230296	230942	646	+	YKL110C	-	KTI12	YKL109W	+	HAP4	10.19	0.02	193.24	0.30	9.02E-01	9.50E-01	15.14	1.02	297.63	0.40	9.51E-04	4.15E-03	Y	14.19	0.15	189.34	0.22	1.58E-01	4.96E-01		1.018053873
MSTRG.376	CP_supported		X	StringTie	transcript	119540	120000	460	+	YJL160C	-	PIR5	YJL159W	+	HSP150	7.38	-0.02	228.89	0.32	9.15E-01	9.62E-01	8.07	-0.41	207.76	0.42	1.78E-01	3.12E-01		17.37	-0.20	336.73	0.23	8.60E-02	3.53E-01		0.412477514
MSTRG.538		YNL177C_3UTR	XIV	StringTie	transcript	303442	303678	236	-	YNL178W	+	RPS3	YNL177C	-	MRPL22	41.93	0.02	2396.62	0.20	9.17E-01	9.63E-01	56.12	0.16	3110.47	0.21	4.14E-01	5.70E-01		73.12	0.37	2821.09	0.17	3.58E-03	4.71E-02		0.368656253
MSTRG.74			III	StringTie	transcript	305985	306548	563	+	YCR102C	-	YCR102C	YCR102W-A	+	YCR102W-A	27.77	-0.02	676.41	0.22	9.21E-01	9.65E-01	51.00	0.89	1335.46	0.22	7.87E-06	5.37E-05	Y	12.76	0.08	229.01	0.22	4.36E-01	7.38E-01		0.88851877
MSTRG.641			XVI	StringTie	transcript	114894	115218	324	+	YPL231W	+	FAS2	YPL230W	+	USV1	6.81	-0.02	280.79	0.33	9.25E-01	9.68E-01	5.62	-0.09	241.44	0.44	7.64E-01	8.49E-01		21.58	-0.21	626.94	0.22	7.31E-02	3.24E-01		0.213115757
MSTRG.680	CP_supported		XVI	StringTie	transcript	833824	834251	427	-	YPR153W	+	24-May	YPR154W	+	PIN3	21.58	0.02	745.84	0.25	9.26E-01	9.68E-01	20.06	-0.42	616.58	0.33	1.21E-01	2.38E-01		22.70	-0.11	507.44	0.20	3.30E-01	6.33E-01		0.420773284
MSTRG.33	CP_supported		II	StringTie	transcript	362827	364711	1884	+	YBR060C	-	ORC2	YBR061C	-	TRM7	332.84	-0.01	2490.75	0.13	9.31E-01	9.69E-01	301.85	-0.51	2101.27	0.12	1.96E-05	1.26E-04	Y	536.30	-0.07	2741.24	0.10	3.63E-01	6.61E-01		0.511937122
MSTRG.123			IV	StringTie	transcript	1017369	1018981	1612	-	tE(CUC)D	-	tE(CUC)D	YDR279W	+	RNH202	83.11	-0.02	583.39	0.39	9.32E-01	9.69E-01	92.16	-0.27	573.93	0.52	3.96E-01	5.55E-01		73.70	-0.04	384.22	0.23	6.49E-01	8.73E-01		0.270630252
MSTRG.493			XIII	StringTie	transcript	306855	307518	663	-	YMR016C	-	SOK2	NA	NA	NA	4.43	-0.02	96.07	0.37	9.29E-01	9.69E-01	3.31	0.17	52.33	0.52	5.97E-01	7.27E-01		11.87	0.02	168.69	0.22	8.73E-01	9.81E-01		0.165610048
MSTRG.398			X	StringTie	transcript	717832	719382	1550	+	YJR151W-A	+	YJR151W-A	YJR152W	+	DAL5	61.08	-0.01	596.70	0.18	9.34E-01	9.69E-01	67.14	-0.10	610.39	0.18	5.54E-01	6.93E-01		96.05	-0.39	591.16	0.16	1.96E-03	3.26E-02		0.386804405
MSTRG.509	CP_supported		XIII	StringTie	transcript	675014	675430	416	+	YMR205C	-	PFK2	YMR206W	+	YMR206W	20.56	-0.01	679.93	0.25	9.39E-01	9.72E-01	28.03	-0.09	932.30	0.25	6.92E-01	8.02E-01		26.08	-0.26	635.89	0.21	3.58E-02	2.16E-01		0.262283053
MSTRG.559	CP_supported		XIV	StringTie	transcript	691628	692065	437	-	YNR034W	+	SOL1	YNR034W-A	+	EGO4	5.86	0.01	204.05	0.34	9.40E-01	9.72E-01	4.10	0.33	101.88	0.50	3.00E-01	4.57E-01		5.17	0.03	114.31	0.23	7.01E-01	1.00E+00		0.332321026
MSTRG.572			XIV	StringTie	transcript	776935	777223	288	+	YNR073C	-	MAN2	YNR074C	-	AIF1	3.45	-0.01	148.89	0.42	9.44E-01	9.72E-01	2.62	-0.23	84.71	0.56	4.62E-01	6.20E-01		10.51	0.18	394.27	0.25	7.73E-02	3.29E-01		0.233252238
MSTRG.585	CP_supported		XV	StringTie	transcript	72864	73969	1105	-	YOL132W	+	GAS4	YOL130W	+	ALR1	19.98	0.01	259.46	0.24	9.45E-01	9.72E-01	22.62	-0.01	290.26	0.27	9.68E-01	9.78E-01		38.91	-0.21	338.95	0.19	8.61E-02	3.53E-01		0.208728626
MSTRG.181			Mito	StringTie	transcript	56522	56842	320	+	NA	NA	NA	Q0158	+	Q0158	8.30	-0.01	352.46	0.31	9.44E-01	9.72E-01	7.31	-0.36	350.60	0.42	2.42E-01	3.95E-01		27.55	0.19	811.71	0.21	1.09E-01	4.01E-01		0.357070221
MSTRG.665			XVI	StringTie	transcript	581399	581963	564	-	YPR010C	-	RPA135	tK(CUU)P	+	tK(CUU)P	32.41	-0.01	77.14	0.58	9.46E-01	9.72E-01	57.81	-0.06	1017.62	0.73	8.29E-01	9.00E-01		2.51	-0.05	36.86	0.25	4.36E-01	1.00E+00		0.058666369
MSTRG.259	CP_supported		VI	StringTie	transcript	251933	252268	335	-	YFR051C	-	RET2	YFR052W	+	RPN12	6.77	0.01	256.91	0.34	9.48E-01	9.73E-01	4.32	-0.09	200.82	0.47	7.77E-01	8.58E-01		11.05	0.03	312.34	0.22	7.83E-01	9.49E-01		0.087457033
MSTRG.522	CP_supported		XIII	StringTie	transcript	837079	837429	350	+	YMR283C	-	RIT1	tY(GUA)M2	+	tY(GUA)M2	11.88	0.01	405.05	0.28	9.53E-01	9.77E-01	14.91	-0.72	623.39	0.36	1.16E-02	3.63E-02		17.33	-0.08	464.93	0.21	4.70E-01	7.65E-01		0.722507684
MSTRG.381	CP_supported		X	StringTie	transcript	224238	227079	2841	-	YJL106W	+	IME2	YJL104W	+	PAM16	174.19	0.01	880.99	0.13	9.59E-01	9.80E-01	162.94	0.30	759.78	0.13	2.09E-02	5.82E-02		372.00	0.27	1218.75	0.12	8.08E-03	7.93E-02		0.295723086
MSTRG.560			XIV	StringTie	transcript	715657	716059	402	-	YNR050C	-	LYS9	snR49	+	snR49	11.32	-0.01	383.75	0.31	9.61E-01	9.80E-01	10.87	0.15	333.83	0.36	5.99E-01	7.27E-01		15.77	-0.13	353.96	0.22	2.26E-01	5.62E-01		0.14853614
MSTRG.142			IV	StringTie	transcript	1514175	1515657	1482	-	YDR539W	+	FDC1	YDR540C	-	IRC4	27.47	0.01	287.89	0.23	9.60E-01	9.80E-01	51.41	1.13	439.06	0.24	1.69E-07	1.44E-06	Y	58.56	0.05	373.82	0.15	6.47E-01	8.73E-01		1.131622851
MSTRG.675	CP_supported		XVI	StringTie	transcript	683927	684391	464	+	YPR068C	-	HOS1	YPR069C	-	SPE3	18.43	-0.01	592.04	0.25	9.64E-01	9.80E-01	29.22	0.81	888.45	0.28	7.73E-04	3.45E-03	Y	19.42	0.14	404.12	0.21	2.15E-01	5.50E-01		0.813154764
MSTRG.269	CP_supported		VII	StringTie	transcript	63781	63996	215	+	YGL230C	-	YGL230C	YGL229C	-	SAP4	8.17	-0.01	562.81	0.31	9.66E-01	9.80E-01	8.46	0.16	572.08	0.39	5.80E-01	7.13E-01		14.36	-0.04	674.93	0.21	6.77E-01	8.82E-01		0.161909306
MSTRG.94	CP_supported		IV	StringTie	transcript	321656	321883	227	+	YDL076C	-	RXT3	YDL075W	+	RPL31A	3.50	0.01	255.66	0.39	9.66E-01	9.80E-01	2.41	-0.04	136.44	0.54	8.98E-01	9.42E-01		7.68	-0.01	362.83	0.23	9.43E-01	1.00E+00		0.039428911
MSTRG.497			XIII	StringTie	transcript	371277	372190	913	+	YMR049C	-	ERB1	tV(AAC)M1	-	tV(AAC)M1	11.43	0.01	182.15	0.28	9.72E-01	9.85E-01	12.56	-0.20	209.14	0.34	4.72E-01	6.31E-01		19.21	0.13	201.62	0.21	2.48E-01	5.79E-01		0.197998779
MSTRG.121	CP_supported		IV	StringTie	transcript	980277	980946	669	-	YDR261C	-	EXG2	tS(AGA)D2	-	tS(AGA)D2	58.51	0.00	1268.69	0.18	9.76E-01	9.87E-01	64.22	-0.45	1424.38	0.20	1.41E-02	4.23E-02		77.34	-0.22	1117.91	0.16	6.27E-02	3.07E-01		0.449116651
MSTRG.323	CP_supported		VII	StringTie	transcript	993787	994060	273	-	YGR250C	-	RIE1	NA	NA	NA	7.97	0.00	383.37	0.31	9.79E-01	9.89E-01	7.43	-0.64	284.02	0.49	5.56E-02	1.32E-01		13.21	-0.41	440.72	0.32	2.16E-03	3.48E-02		0.638704165
MSTRG.230			V	StringTie	transcript	490683	491412	729	+	YER158C	-	YER158C	YER158W-A	+	YER158W-A	37.63	0.00	706.80	0.21	9.87E-01	9.90E-01	28.83	-0.61	512.94	0.27	9.20E-03	2.92E-02		62.69	0.28	888.74	0.18	2.53E-02	1.70E-01		0.613449739
MSTRG.151			IX	StringTie	transcript	142462	142908	446	-	YIL117C	-	PRM5	YIL116W	+	HIS5	5.31	0.00	130.43	0.35	9.87E-01	9.90E-01	5.06	0.01	177.91	0.45	9.71E-01	9.80E-01		11.24	0.12	262.26	0.23	2.31E-01	5.65E-01		0.124131113
MSTRG.365			VIII	StringTie	transcript	530731	535741	5010	-	NA	NA	NA	NA	NA	NA	17.07	0.00	46.86	0.26	9.85E-01	9.90E-01	14.80	0.05	42.43	0.32	8.43E-01	9.02E-01		35.38	0.06	66.69	0.18	5.73E-01	8.18E-01		0.063674962
MSTRG.315			VII	StringTie	transcript	875400	875933	533	-	YGR188C	-	BUB1	tK(CUU)G3	+	tK(CUU)G3	116.83	0.00	2504.79	0.61	9.83E-01	9.90E-01	118.25	-0.06	2456.41	0.70	8.42E-01	9.02E-01		107.31	-0.01	1776.07	0.26	8.94E-01	9.83E-01		0.056220042
MSTRG.630			XV	StringTie	transcript	1003615	1004566	951	-	YOR354C	-	MSC6	YOR355W	+	GDS1	16.07	0.00	226.77	0.26	9.93E-01	9.93E-01	21.26	0.27	325.43	0.28	2.67E-01	4.20E-01		21.24	-0.08	225.53	0.20	4.59E-01	7.55E-01		0.26917738
MSTRG.72			III	StringTie	transcript	300311	300575	264	+	NA	NA	NA	YCR099C	-	YCR099C	4.64	0.00	233.51	0.36	9.93E-01	9.93E-01	3.27	-0.34	194.01	0.54	2.89E-01	4.44E-01		7.83	-0.13	302.30	0.24	1.69E-01	1.00E+00		0.344937013
MSTRG.422			XI	StringTie	transcript	378964	379667	703	+	YKL033W	+	TTI1	tV(AAC)K2	+	tV(AAC)K2	2.08	-0.58	31.61	0.81	6.68E-02	1.00E+00	3.39	-0.20	56.46	0.50	5.34E-01	6.75E-01		16.24	0.05	199.69	0.21	6.24E-01	8.59E-01		0.5824007
MSTRG.401			X	StringTie	transcript	734320	734620	300	+	YJR158W	+	HXT16	YJR159W	+	SOR1	0.00	0.00	0.00	0.90	NA	1.00E+00	0.00	0.00	0.00	0.98	NA	1.00E+00		0.00	0.00	0.00	0.27	NA	1.00E+00		0
MSTRG.578			XV	StringTie	transcript	13767	14219	452	+	NA	NA	NA	YOL160W	+	YOL160W	0.42	0.16	0.00	0.74	4.43E-01	1.00E+00	9.35	5.44	219.33	1.01	9.66E-10	1.11E-08	Y	0.76	0.02	20.24	0.26	6.06E-01	1.00E+00		5.44251942
MSTRG.577			XV	StringTie	transcript	13021	13266	245	-	YOL161C	-	PAU20	YOL160W	+	YOL160W	0.00	0.00	0.00	0.90	NA	1.00E+00	6.47	4.92	236.57	1.08	4.51E-08	4.22E-07	Y	0.00	0.00	0.00	0.27	NA	1.00E+00		4.916014889
MSTRG.143			IV	StringTie	transcript	1518114	1518314	200	+	YDR540C	-	IRC4	YDR541C	-	YDR541C	2.36	0.42	141.64	0.67	1.28E-01	1.00E+00	15.22	4.41	969.65	0.77	2.09E-10	2.54E-09	Y	2.38	-0.02	112.49	0.25	6.94E-01	1.00E+00		4.414128641
MSTRG.404			XI	StringTie	transcript	8127	8547	420	-	YKL221W	+	MCH2	YKL220C	-	FRE2	0.99	-0.05	44.71	0.56	8.12E-01	1.00E+00	4.62	2.13	138.71	1.04	4.30E-04	2.05E-03	Y	0.96	-0.03	24.74	0.26	4.39E-01	1.00E+00		2.129974289
MSTRG.4			I	StringTie	transcript	23071	23636	565	-	YAL063C-A	-	YAL063C-A	YAL063C	-	FLO9	2.66	-0.11	56.03	0.45	5.84E-01	1.00E+00	7.50	2.03	146.26	0.75	7.93E-05	4.56E-04	Y	5.88	0.01	92.21	0.23	8.91E-01	1.00E+00		2.033702029
MSTRG.593			XV	StringTie	transcript	254037	254289	252	-	YOL040C	-	RPS15	YOL039W	+	RPP2A	1.51	0.17	80.57	0.56	4.42E-01	1.00E+00	5.56	1.94	251.81	0.88	3.63E-04	1.79E-03	Y	3.34	-0.04	123.49	0.24	5.59E-01	1.00E+00		1.943462734
MSTRG.330			VII	StringTie	transcript	1072341	1072553	212	-	YGR288W	+	MAL13	YGR289C	-	MAL11	0.88	0.11	51.75	0.60	6.10E-01	1.00E+00	6.56	1.44	275.60	0.71	1.24E-03	5.21E-03	Y	0.86	0.00	39.70	0.26	9.98E-01	1.00E+00		1.439994267
MSTRG.603			XV	StringTie	transcript	437332	437610	278	+	YOR058C	-	ASE1	tK(UUU)O	+	tK(UUU)O	2.75	-0.62	165.76	0.78	5.53E-02	1.00E+00	3.24	-1.13	141.68	0.89	1.21E-02	3.75E-02		7.76	-0.06	261.77	0.23	5.54E-01	1.00E+00		1.132550478
MSTRG.549			XIV	StringTie	transcript	570224	570469	245	-	tI(AAU)N1	-	tI(AAU)N1	YNL034W	+	YNL034W	2.00	-0.80	50.31	1.04	3.22E-02	1.00E+00	0.20	0.01	0.00	0.83	9.78E-01	1.00E+00		3.48	0.08	113.47	0.25	2.69E-01	1.00E+00		0.8028934
MSTRG.20			II	StringTie	transcript	45205	45533	328	-	YBL093C	-	ROX3	YBL092W	+	RPL32	1.03	0.09	46.82	0.58	6.75E-01	1.00E+00	2.55	-0.76	118.97	0.79	5.18E-02	1.26E-01		2.21	0.01	58.09	0.25	8.81E-01	1.00E+00		0.755275173
MSTRG.449			XII	StringTie	transcript	253585	253804	219	-	YLR055C	-	SPT8	YLR056W	+	ERG3	2.02	0.09	132.48	0.49	6.56E-01	1.00E+00	1.67	-0.75	60.22	0.91	5.52E-02	1.32E-01		2.47	0.03	91.03	0.25	6.37E-01	1.00E+00		0.746902284
MSTRG.155	CP_supported		IX	StringTie	transcript	258405	258628	223	-	YIL051C	-	MMF1	YIL050W	+	PCL7	2.31	-0.06	154.03	0.45	7.69E-01	1.00E+00	4.68	0.68	265.99	0.57	5.59E-02	1.33E-01		7.62	-0.04	326.03	0.23	6.70E-01	1.00E+00		0.6776247
MSTRG.523	CP_supported		XIII	StringTie	transcript	851770	852191	421	-	YMR290W-A	+	YMR290W-A	YMR291W	+	TDA1	2.78	0.35	89.51	0.59	1.71E-01	1.00E+00	5.37	0.66	138.14	0.54	5.50E-02	1.32E-01		5.52	-0.06	136.47	0.24	4.48E-01	1.00E+00		0.663715433
MSTRG.554			XIV	StringTie	transcript	601650	602266	616	+	YNL018C	-	YNL018C	tI(AAU)N2	+	tI(AAU)N2	2.42	0.65	41.99	0.83	5.09E-02	1.00E+00	1.98	0.27	42.91	0.61	3.98E-01	5.56E-01		4.34	-0.08	65.24	0.25	3.15E-01	1.00E+00		0.65084722
MSTRG.17			I	StringTie	transcript	223181	224106	925	+	YAR068W	+	YAR068W	YAR070C	-	YAR070C	0.55	0.33	6.52	0.82	1.87E-01	1.00E+00	0.74	0.64	5.96	0.98	7.48E-02	1.00E+00		1.02	0.02	9.90	0.26	6.29E-01	1.00E+00		0.644114383
MSTRG.329			VII	StringTie	transcript	1069749	1069988	239	-	YGR287C	-	IMA1	YGR288W	+	MAL13	1.82	0.12	65.80	0.53	5.89E-01	1.00E+00	1.72	0.60	67.65	0.79	9.89E-02	2.04E-01		2.59	-0.09	55.86	0.27	1.23E-01	1.00E+00		0.597808453
MSTRG.438			XII	StringTie	transcript	8547	11548	3001	+	NA	NA	NA	YLL065W	+	YLL065W	1.16	0.24	5.15	0.65	3.17E-01	1.00E+00	0.77	0.56	0.00	0.93	1.04E-01	1.00E+00		3.01	0.00	8.67	0.24	9.70E-01	1.00E+00		0.557476744
MSTRG.602			XV	StringTie	transcript	426281	426573	292	+	YOR051C	-	ETT1	YOR052C	-	TMC1	2.49	-0.04	114.62	0.46	8.30E-01	1.00E+00	1.91	-0.55	44.48	0.77	1.22E-01	2.40E-01		8.08	0.06	242.97	0.23	5.11E-01	1.00E+00		0.5454955
MSTRG.327	CP_supported		VII	StringTie	transcript	1052389	1052725	336	-	YGR280C	-	PXR1	YGR281W	+	YOR1	1.79	0.11	73.45	0.50	6.01E-01	1.00E+00	2.66	-0.53	87.81	0.68	1.33E-01	2.52E-01		5.99	0.12	154.86	0.25	1.71E-01	1.00E+00		0.527093996
MSTRG.371			X	StringTie	transcript	24469	24706	237	+	YJL216C	-	IMA5	NA	NA	NA	2.73	-0.30	159.92	0.55	2.13E-01	1.00E+00	3.14	-0.50	204.24	0.59	1.46E-01	2.69E-01		4.87	-0.09	218.55	0.25	2.55E-01	1.00E+00		0.496033629
MSTRG.147	CP_supported		IX	StringTie	transcript	22599	23553	954	+	YIL170W	+	YIL170W	NA	NA	NA	0.55	0.00	5.23	0.63	9.95E-01	1.00E+00	1.18	0.47	22.22	0.79	1.64E-01	1.00E+00		0.54	-0.02	0.00	0.26	5.15E-01	1.00E+00		0.468876078
MSTRG.492			XIII	StringTie	transcript	306425	306654	229	-	YMR016C	-	SOK2	YMR017W	+	SPO20	0.67	0.14	45.47	0.64	5.19E-01	1.00E+00	0.85	-0.46	60.02	0.84	1.60E-01	1.00E+00		3.05	0.09	98.76	0.26	1.96E-01	1.00E+00		0.464034106
MSTRG.369			X	StringTie	transcript	2459	6931	4472	+	YJL225W-A	+	YJL225W-A	NA	NA	NA	1.75	0.27	3.34	0.64	2.66E-01	1.00E+00	2.50	-0.46	4.15	0.64	1.80E-01	3.15E-01		2.57	-0.07	5.05	0.25	2.99E-01	1.00E+00		0.455732227
MSTRG.396			X	StringTie	transcript	711280	711795	515	+	NA	NA	NA	YJR151C	-	DAN4	2.48	-0.01	65.33	0.44	9.77E-01	1.00E+00	5.37	0.43	127.45	0.50	1.83E-01	3.19E-01		8.18	-0.01	161.28	0.22	8.76E-01	1.00E+00		0.433433498
MSTRG.366			VIII	StringTie	transcript	549805	550738	933	+	YHR214C-C	-	YHR214C-C	YHR214C-E	-	YHR214C-E	2.15	-0.13	32.74	0.50	5.55E-01	1.00E+00	3.87	-0.43	51.31	0.56	1.94E-01	3.34E-01		2.79	-0.02	26.36	0.25	7.33E-01	1.00E+00		0.433006089
MSTRG.437			XI	StringTie	transcript	665924	666314	390	-	NA	NA	NA	NA	NA	NA	1.06	0.34	24.17	0.77	1.88E-01	1.00E+00	2.35	-0.02	84.38	0.54	9.54E-01	9.69E-01		6.41	0.04	137.67	0.23	6.70E-01	1.00E+00		0.34065082
MSTRG.351			VIII	StringTie	transcript	280365	280731	366	-	YHR086W-A	+	YHR086W-A	YHR087W	+	RTC3	2.15	0.12	91.86	0.48	5.82E-01	1.00E+00	1.89	0.33	55.13	0.63	3.06E-01	4.61E-01		4.47	0.11	123.79	0.26	1.51E-01	1.00E+00		0.332255487
MSTRG.606	CP_supported		XV	StringTie	transcript	462263	462500	237	-	YOR072W-A	+	YOR072W-A	NA	NA	NA	1.70	-0.30	66.35	0.66	2.28E-01	1.00E+00	1.27	-0.30	23.19	0.72	3.38E-01	1.00E+00		3.59	-0.16	123.28	0.29	3.17E-02	1.00E+00		0.3031507
MSTRG.23	CP_supported		II	StringTie	transcript	198490	198695	205	-	tG(GCC)B	-	tG(GCC)B	YBL014C	-	RRN6	1.30	-0.05	91.76	0.52	8.23E-01	1.00E+00	1.48	-0.30	98.58	0.66	3.43E-01	1.00E+00		4.37	-0.01	139.17	0.24	9.12E-01	1.00E+00		0.301713243
MSTRG.90	CP_supported		IV	StringTie	transcript	234176	234403	227	-	YDL128W	+	VCX1	YDL127W	+	PCL2	1.16	0.30	62.99	0.72	2.30E-01	1.00E+00	1.58	0.02	52.79	0.62	9.55E-01	9.69E-01		7.22	0.08	316.20	0.23	3.68E-01	1.00E+00		0.30038618
MSTRG.187			Mito	StringTie	transcript	76757	77140	383	-	Q0255	+	Q0255	tF(GAA)Q	+	tF(GAA)Q	2.13	0.21	61.83	0.54	3.57E-01	1.00E+00	1.51	-0.29	63.37	0.65	3.55E-01	5.11E-01		6.56	0.09	169.80	0.24	2.97E-01	1.00E+00		0.29475042
MSTRG.240			VI	StringTie	transcript	5872	6180	308	-	YFL063W	+	YFL063W	YFL062W	+	COS4	1.27	0.29	60.91	0.68	2.39E-01	1.00E+00	0.68	0.01	38.95	0.69	9.82E-01	1.00E+00		6.70	0.12	149.81	0.25	1.44E-01	1.00E+00		0.29412303
MSTRG.589			XV	StringTie	transcript	106446	106679	233	-	YOL113W	+	SKM1	YOL112W	+	MSB4	1.71	-0.03	107.31	0.49	8.76E-01	1.00E+00	2.11	0.29	131.93	0.60	3.63E-01	5.19E-01		3.43	0.03	136.25	0.24	6.74E-01	1.00E+00		0.29218159
MSTRG.275			VII	StringTie	transcript	156821	157049	228	+	YGL183C	-	MND1	YGL182C	-	YGL182C	1.05	-0.21	67.61	0.64	3.75E-01	1.00E+00	0.65	-0.29	19.57	0.78	3.31E-01	1.00E+00		2.70	-0.11	58.25	0.28	5.90E-02	1.00E+00		0.289762985
MSTRG.220	CP_supported		V	StringTie	transcript	332889	333104	215	+	YER087C-B	-	SBH1	YER088C	-	DOT6	1.60	0.13	109.38	0.54	5.57E-01	1.00E+00	2.60	-0.28	172.86	0.56	3.84E-01	5.41E-01		4.48	-0.09	229.27	0.25	2.52E-01	1.00E+00		0.279114718
MSTRG.571			XIV	StringTie	transcript	776391	776635	244	+	YNR073C	-	MAN2	YNR074C	-	AIF1	2.10	0.26	101.03	0.60	2.76E-01	1.00E+00	1.46	-0.11	71.72	0.62	7.21E-01	1.00E+00		4.89	0.03	189.88	0.24	6.61E-01	1.00E+00		0.26210121
MSTRG.556			XIV	StringTie	transcript	619750	620035	285	-	YNL007C	-	SIS1	YNL006W	+	LST8	2.60	-0.22	122.60	0.51	3.29E-01	1.00E+00	3.13	-0.25	142.21	0.52	4.38E-01	5.91E-01		5.31	-0.09	164.10	0.24	2.88E-01	1.00E+00		0.246526509
MSTRG.370			X	StringTie	transcript	19667	20305	638	-	YJL219W	+	HXT9	NA	NA	NA	0.79	-0.04	16.37	0.59	8.42E-01	1.00E+00	0.35	0.23	0.00	0.83	3.98E-01	1.00E+00		0.22	-0.01	0.00	0.27	6.93E-01	1.00E+00		0.2285033
MSTRG.400			X	StringTie	transcript	730569	734257	3688	-	YJR157W	+	YJR157W	NA	NA	NA	1.60	-0.23	3.20	0.62	3.35E-01	1.00E+00	1.31	0.12	4.88	0.63	6.87E-01	1.00E+00		3.26	-0.03	6.74	0.25	6.61E-01	1.00E+00		0.2272961
MSTRG.374			X	StringTie	transcript	31230	31577	347	+	NA	NA	NA	YJL213W	+	YJL213W	0.92	0.13	27.92	0.61	5.51E-01	1.00E+00	1.67	0.17	38.11	0.63	5.73E-01	7.08E-01		1.38	-0.04	38.53	0.26	4.36E-01	1.00E+00		0.172432533
MSTRG.55			III	StringTie	transcript	9308	10891	1583	-	YCL073C	-	GEX1	YCL068C	-	YCL068C	0.20	-0.01	0.00	0.75	9.40E-01	1.00E+00	0.27	-0.16	0.00	0.84	5.21E-01	1.00E+00		0.36	0.01	0.00	0.26	8.26E-01	1.00E+00		0.159423198
MSTRG.517			XIII	StringTie	transcript	801477	801749	272	-	YMR266W	+	RSN1	YMR267W	+	PPA2	0.73	0.04	20.03	0.59	8.56E-01	1.00E+00	1.64	-0.15	57.49	0.61	6.25E-01	7.49E-01		3.96	0.07	131.81	0.25	3.75E-01	1.00E+00		0.149891713
MSTRG.368			VIII	StringTie	transcript	557940	559574	1634	-	YHR217C	-	YHR217C	YHR218W-A	+	YHR218W-A	1.48	-0.14	11.51	0.56	5.22E-01	1.00E+00	1.46	-0.11	8.98	0.61	7.29E-01	1.00E+00		2.20	0.07	12.73	0.26	2.37E-01	1.00E+00		0.1411369
MSTRG.77			IV	StringTie	transcript	10988	15231	4243	-	YDL246C	-	SOR2	YDL244W	+	THI13	1.44	0.03	2.92	0.52	8.78E-01	1.00E+00	1.07	0.13	3.13	0.66	6.52E-01	1.00E+00		1.69	0.05	3.58	0.26	3.29E-01	1.00E+00		0.134540362
MSTRG.670			XVI	StringTie	transcript	627427	627724	297	-	YPR029C	-	APL4	YPR030W	+	CSR2	1.68	-0.13	99.59	0.54	5.57E-01	1.00E+00	1.51	-0.01	68.24	0.61	9.84E-01	9.90E-01		5.78	0.06	187.35	0.24	4.77E-01	1.00E+00		0.1279384
MSTRG.265			VII	StringTie	transcript	368	573	205	+	NA	NA	NA	NA	NA	NA	0.42	-0.09	0.00	0.69	6.66E-01	1.00E+00	0.33	-0.02	0.00	0.79	9.30E-01	1.00E+00		2.44	0.07	110.27	0.26	2.78E-01	1.00E+00		0.0880462
MSTRG.146	CP_supported		IX	StringTie	transcript	20997	21727	730	-	YIL170W	+	YIL170W	YIL169C	-	CSS1	0.09	-0.05	0.00	0.78	7.88E-01	1.00E+00	0.20	0.08	0.00	0.85	7.15E-01	1.00E+00		0.36	-0.02	0.00	0.26	4.05E-01	1.00E+00		0.080552298
MSTRG.35			II	StringTie	transcript	373363	373571	208	-	YBR067C	-	TIP1	YBR068C	-	BAP2	0.70	0.06	30.35	0.62	7.65E-01	1.00E+00	0.73	-0.03	0.00	0.71	9.14E-01	1.00E+00		1.75	0.00	83.78	0.25	9.73E-01	1.00E+00		0.0629633
MSTRG.550			XIV	StringTie	transcript	573164	573524	360	-	YNL033W	+	YNL033W	YNL032W	+	SIW14	0.65	0.04	31.86	0.62	8.39E-01	1.00E+00	1.29	-0.06	55.41	0.61	8.34E-01	1.00E+00		2.22	-0.02	43.26	0.25	7.31E-01	1.00E+00		0.0629632
